record_type,record_id,field,route,rules,length_delta,before,after
INFO,31499322432855930280,text,plugin,R500,-1,"Many foreigners worship the Nine as gods. They have divine power, like the Daedra, but they are not worthy of worship. Some are better than others, but none are trustworthy.","Many foreigners worship the Nine as gods. They have divine power, like the Zenar, but they are not worthy of worship. Some are better than others, but none are trustworthy."
INFO,55761801354315080,text,plugin,R500,-1,"Many foreigners worship the Nine as gods. They have divine power, like the Daedra, but they are not worthy of worship. Some are better than others, but none are trustworthy.","Many foreigners worship the Nine as gods. They have divine power, like the Zenar, but they are not worthy of worship. Some are better than others, but none are trustworthy."
INFO,1869711711443832593,text,plugin,R500 R600,-1,"Foreigners are foolish to worship the Nine as gods, for though both Aedra and Daedra are mighty supernatural beings, neither group is as worthy of trust and faith as the Tribunal. Great power does not make a being a god.","Foreigners are foolish to worship the Nine as gods, for though both Zenad and Zenar are mighty supernatural beings, neither group is as worthy of trust and faith as the Tribunal. Great power does not make a being a god."
INFO,1281813483053111385,text,plugin,R500 R600,-1,"Foreigners are foolish to worship the Nine as gods, for though both Aedra and Daedra are mighty supernatural beings, neither group is as worthy of trust and faith as the Tribunal. Great power does not make a being a god.","Foreigners are foolish to worship the Nine as gods, for though both Zenad and Zenar are mighty supernatural beings, neither group is as worthy of trust and faith as the Tribunal. Great power does not make a being a god."
INFO,11369223958719102,text,plugin,R500 R600,-1,"Foreigners are foolish to worship the Nine as gods, for though both Aedra and Daedra are mighty supernatural beings, neither group is as worthy of trust and faith as the Tribunal. Great power does not make a being a god.","Foreigners are foolish to worship the Nine as gods, for though both Zenad and Zenar are mighty supernatural beings, neither group is as worthy of trust and faith as the Tribunal. Great power does not make a being a god."
INFO,2982016887272968811,text,plugin,R500 R600,-1,"Foreigners are foolish to worship the Nine as gods, for though both Aedra and Daedra are mighty supernatural beings, neither group is as worthy of trust and faith as the Tribunal. Great power does not make a being a god.","Foreigners are foolish to worship the Nine as gods, for though both Zenad and Zenar are mighty supernatural beings, neither group is as worthy of trust and faith as the Tribunal. Great power does not make a being a god."
INFO,20648175702863015478,text,plugin,R100,-4,"Travel to Ald Velothi and head east past the Daedric ruin of Ashalmawia. Continue due east until you reach the mountains. Then follow the trails south until you see another Daedric ruin. Be careful in Maelkashishi, %PCName. The followers of Sheogorath are unpredictable. Don't go further into the ruins than you must.","Travel to Ald Velothi and head east past the Zetic ruin of Ashalmawia. Continue due east until you reach the mountains. Then follow the trails south until you see another Zetic ruin. Be careful in Maelkashishi, %PCName. The followers of Sheogorath are unpredictable. Don't go further into the ruins than you must."
INFO,14070324592755230041,text,plugin,R130,-2,"Haven't heard anything about them, other than vague rumors. But something is different around here recently. There're always people with secrets around here -- mostly smugglers, criminal syndicates, Daedric cults, other such -- but lately everyone seems to be a little uneasy, like maybe there's a new player, and nobody knows much about him, and nobody wants to get caught with their guard down.","Haven't heard anything about them, other than vague rumors. But something is different around here recently. There're always people with secrets around here -- mostly smugglers, criminal syndicates, Zetic cults, other such -- but lately everyone seems to be a little uneasy, like maybe there's a new player, and nobody knows much about him, and nobody wants to get caught with their guard down."
INFO,9192286043218978,text,plugin,R500,-1,"This is a new threat, and not yet widely recognized as another face of the Devil Dagoth Ur. But it is clearly a sign of a coming crisis, and the Temple may no longer be able to protect Morrowind. In such troubled times, the Dunmer may turn to the ancient pillars of faith, the ancestors and the Daedra, and especially to the prophetic visions granted by Lord Azura. Then they may look to the Nerevari ...","This is a new threat, and not yet widely recognized as another face of the Devil Dagoth Ur. But it is clearly a sign of a coming crisis, and the Temple may no longer be able to protect Morrowind. In such troubled times, the Dunmer may turn to the ancient pillars of faith, the ancestors and the Zenar, and especially to the prophetic visions granted by Lord Azura. Then they may look to the Nerevarin ..."
INFO,60412147127613925,text,plugin,R300,0,"Divayth Fyr is one of the oldest mortals on Tamriel. He could be the Telvanni Archmagister, but he doesn't care about that stuff. He just wants to collect Dwemer artifacts and Daedric artifacts and corprus victims. He welcomes thieves and adventurers, says they can have anything they can get away with. He must have a right rich booty in there, considering the ones that go in and don't come out.","Divayth Fyr is one of the oldest mortals on Tamriel. He could be the Telvanni Archmagister, but he doesn't care about that stuff. He just wants to collect Dwemer artifacts and Zenaric artifacts and corprus victims. He welcomes thieves and adventurers, says they can have anything they can get away with. He must have a right rich booty in there, considering the ones that go in and don't come out."
INFO,626330163484113756,text,plugin,R500,-2,"Excellent. Yes, this Daedra Skin will serve my purpose. Take these 300 drakes. You know, Daedra skins if not properly prepared can causes paralysis, a useful effect in some circumstances. Perhaps you would like to paralyze your enemies...","Excellent. Yes, this Zenar Skin will serve my purpose. Take these 300 drakes. You know, Zenar skins if not properly prepared can causes paralysis, a useful effect in some circumstances. Perhaps you would like to paralyze your enemies..."
INFO,3244528316501924147,text,plugin,R500,-1,I do not need any more Daedra skins at the moment.,I do not need any more Zenar skins at the moment.
INFO,3214617742935313526,text,plugin,R500,-1,Have you brought me a Daedra skin? I will pay you 300 drakes for it.,Have you brought me a Zenar skin? I will pay you 300 drakes for it.
INFO,854220814411418728,text,plugin,R500,-1,"Yes, I am looking for a Daedra skin. If you find one, please bring it to me. I will pay well for its delivery.","Yes, I am looking for a Zenar skin. If you find one, please bring it to me. I will pay well for its delivery."
INFO,23734223691465230169,text,plugin,R500,-1,Master Aryon was pleased with the Daedra skin you brought him.,Master Aryon was pleased with the Zenar skin you brought him.
INFO,2803822364213596313,text,plugin,R500,-1,I see you have a Daedra skin. Please take it to Master Aryon in Tel Vos.,I see you have a Zenar skin. Please take it to Master Aryon in Tel Vos.
INFO,2008411972330818414,text,plugin,R500,-4,"The skins of many kinds of Daedra can be recovered from Daedra who have recently been returned to Oblivion, but whose bodies remain here for a time. Alchemists will often sell Daedra skin as well. When you get the Daedra skin, please deliver it to Master Aryon in Tel Vos directly.","The skins of many kinds of Zenar can be recovered from Zenar who have recently been returned to Oblivion, but whose bodies remain here for a time. Alchemists will often sell Zenar skin as well. When you get the Zenar skin, please deliver it to Master Aryon in Tel Vos directly."
INFO,302182842587958280,text,plugin,R500,-3,"Daedra skin must be removed from the specimen while it remains on the mortal plane. Daedra skin has modest magical properties, but collecting it from the daedra is hard work and dangerous.","Zenar skin must be removed from the specimen while it remains on the mortal plane. Zenar skin has modest magical properties, but collecting it from the zenar is hard work and dangerous."
INFO,1552112570775215760,text,plugin,R500,-3,"Daedra skin must be removed from the specimen while it remains on the mortal plane. Daedra skin has modest magical properties, but collecting it from the daedra is hard work and dangerous.","Zenar skin must be removed from the specimen while it remains on the mortal plane. Zenar skin has modest magical properties, but collecting it from the zenar is hard work and dangerous."
INFO,2302128661764914469,text,plugin,R500,-1,"Hello, %PCName. I'm %Name, and I'm here to clean out this den of Daedra worshippers. You go right ahead and look for treasure, if you like. We don't care. And if you kill a few witches and warlocks in the process, then even better.","Hello, %PCName. I'm %Name, and I'm here to clean out this den of Zenar worshippers. You go right ahead and look for treasure, if you like. We don't care. And if you kill a few witches and warlocks in the process, then even better."
INFO,28401184352168431557,text,plugin,R500,-1,"Hello, %PCName. I'm %Name, and I'm here to clean out this den of Daedra worshippers. You go right ahead and look for treasure, if you like. We don't care. And if you kill a few witches and warlocks in the process, then even better.","Hello, %PCName. I'm %Name, and I'm here to clean out this den of Zenar worshippers. You go right ahead and look for treasure, if you like. We don't care. And if you kill a few witches and warlocks in the process, then even better."
INFO,7022251451974821732,text,plugin,R500,-1,"Hello, %PCName. I'm %Name, and I'm here to clean out this den of Daedra worshippers. You go right ahead and look for treasure, if you like. We don't care. And if you kill a few witches and warlocks in the process, then even better.","Hello, %PCName. I'm %Name, and I'm here to clean out this den of Zenar worshippers. You go right ahead and look for treasure, if you like. We don't care. And if you kill a few witches and warlocks in the process, then even better."
INFO,91466182132413689,text,plugin,R200,-2,"The conjuration discipline is the mastery of the spell effects of the College of Conjuration. The conjuration spells summon magical items and beings from the outer realms to serve the caster. Conjuring effects include the mental domination of mundane and magical creatures, summoning of otherworldly weapons and armor, and summoning of Daedric servants and powers to serve and protect the caster.","The conjuration discipline is the mastery of the spell effects of the College of Conjuration. The conjuration spells summon magical items and beings from the outer realms to serve the caster. Conjuring effects include the mental domination of mundane and magical creatures, summoning of otherworldly weapons and armor, and summoning of Zenar servants and powers to serve and protect the caster."
INFO,5188133802423611525,text,plugin,R300,0,"The heavy armor discipline is the study and mastery of iron, steel, silver, ebony, and Daedric armor styles. To use any style of armor effectively, the wearer must be trained, conditioned, and skilled in its use.","The heavy armor discipline is the study and mastery of iron, steel, silver, ebony, and Zenaric armor styles. To use any style of armor effectively, the wearer must be trained, conditioned, and skilled in its use."
INFO,3189919556132433693,text,plugin,R500,-4,"The Temple says that Boethiah, Mephala, and Azura, the Anticipations, also called the Good Daedra, are loyal friends of the Tribunal. Malacath, Mehrunes Dagon, Molag Bal, and Sheogorath, the Four Corners of the House of Trouble, also called the Bad Daedra, are inconstant, rebellious, and unreliable, and ever eager to seduce the faithful into sin and profane worship. The loyal Three Good Daedra, kn ...","The Temple says that Boethiah, Mephala, and Azura, the Anticipations, also called the Good Zenar, are loyal friends of the Tribunal. Malacath, Mehrunes Dagon, Molag Bal, and Sheogorath, the Four Corners of the House of Trouble, also called the Bad Zenar, are inconstant, rebellious, and unreliable, and ever eager to seduce the faithful into sin and profane worship. The loyal Three Good Zenar, knowi ..."
INFO,640320781555027574,text,plugin,R500,-2,"Boethiah, Mephala, and Azura are loyal friends of the Tribunal. These Daedra are the Good Daedra, which we also call the Anticipations.","Boethiah, Mephala, and Azura are loyal friends of the Tribunal. These Zenar are the Good Zenar, which we also call the Anticipations."
INFO,196552641246417424,text,plugin,R500,-2,"Boethiah, Mephala, and Azura are loyal friends of the Tribunal. These Daedra are the Good Daedra, which we also call the Anticipations.","Boethiah, Mephala, and Azura are loyal friends of the Tribunal. These Zenar are the Good Zenar, which we also call the Anticipations."
INFO,32248309781882325846,text,plugin,R500,-2,"Boethiah, Mephala, and Azura are loyal friends of the Tribunal. These Daedra are the Good Daedra, which we also call the Anticipations.","Boethiah, Mephala, and Azura are loyal friends of the Tribunal. These Zenar are the Good Zenar, which we also call the Anticipations."
INFO,6498129911046931441,text,plugin,R500,-2,"Boethiah, Mephala, and Azura are loyal friends of the Tribunal. These Daedra are the Good Daedra, which we also call the Anticipations.","Boethiah, Mephala, and Azura are loyal friends of the Tribunal. These Zenar are the Good Zenar, which we also call the Anticipations."
INFO,848511225348630444,text,plugin,R500,-1,"The Ashlanders have a primitive cult that worships the Daedra and tribal ancestors; this is the faith of our ancient forefathers, and not evil, but their worship is ignorant and unenlightened.","The Ashlanders have a primitive cult that worships the Zenar and tribal ancestors; this is the faith of our ancient forefathers, and not evil, but their worship is ignorant and unenlightened."
INFO,2664824441312567304,text,plugin,R500,-1,"The Ashlanders have a primitive cult that worships the Daedra and tribal ancestors; this is the faith of our ancient forefathers, and not evil, but their worship is ignorant and unenlightened.","The Ashlanders have a primitive cult that worships the Zenar and tribal ancestors; this is the faith of our ancient forefathers, and not evil, but their worship is ignorant and unenlightened."
INFO,17601564399566973,text,plugin,R500,-1,"The Ashlanders have a primitive cult that worships the Daedra and tribal ancestors; this is the faith of our ancient forefathers, and not evil, but their worship is ignorant and unenlightened.","The Ashlanders have a primitive cult that worships the Zenar and tribal ancestors; this is the faith of our ancient forefathers, and not evil, but their worship is ignorant and unenlightened."
INFO,587631844938623835,text,plugin,R500,-1,"The Ashlanders have a primitive cult that worships the Daedra and tribal ancestors; this is the faith of our ancient forefathers, and not evil, but their worship is ignorant and unenlightened.","The Ashlanders have a primitive cult that worships the Zenar and tribal ancestors; this is the faith of our ancient forefathers, and not evil, but their worship is ignorant and unenlightened."
INFO,2477517497442830449,text,plugin,R130 R500,-3,The Daedric cult worship the bad Daedra; these cults and their worshippers are evil.,The Zetic cult worship the bad Zenar; these cults and their worshippers are evil.
INFO,70883454216082828,text,plugin,R130 R500,-3,The Daedric cult worship the bad Daedra; these cults and their worshippers are evil.,The Zetic cult worship the bad Zenar; these cults and their worshippers are evil.
INFO,5375235863010119242,text,plugin,R130 R500,-3,The Daedric cult worship the bad Daedra; these cults and their worshippers are evil.,The Zetic cult worship the bad Zenar; these cults and their worshippers are evil.
INFO,1206030318953910613,text,plugin,R130 R500,-3,The Daedric cult worship the bad Daedra; these cults and their worshippers are evil.,The Zetic cult worship the bad Zenar; these cults and their worshippers are evil.
INFO,7845286491425821777,text,plugin,R400,0,"Yes, I know it is a strange name, but all Sheogorath's creations have the touch of madness. Find the Gambolpuddy in Ald Daedroth and donate it to Sheogorath's statue there while reciting Vivec's ""Four Corners."" This will renew the pact and prevent Sheogorath from tormenting us with madness. Ald Daedroth is on one of the islands between Sheogorad and Azura's Coast. I will mark this place on your ma ...","Yes, I know it is a strange name, but all Sheogorath's creations have the touch of madness. Find the Gambolpuddy in Ald Zenaroth and donate it to Sheogorath's statue there while reciting Vivec's ""Four Corners."" This will renew the pact and prevent Sheogorath from tormenting us with madness. Ald Zenaroth is on one of the islands between Sheogorad and Azura's Coast. I will mark this place on your ma ..."
INFO,220201511328839224,text,plugin,R400,0,"Yes, we are going together to Ald Daedroth, where we will see if you have made it safe for the Ahemmusa. I will accompany you until we stand before the great statue, where we will speak further.","Yes, we are going together to Ald Zenaroth, where we will see if you have made it safe for the Ahemmusa. I will accompany you until we stand before the great statue, where we will speak further."
INFO,5562177692283826616,text,plugin,R500,-1,%PCName. Star-blessed hero? Or the Daedra's Pawn? Only one way to find out. If you have the courage.,%PCName. Star-blessed hero? Or the Zenar's Pawn? Only one way to find out. If you have the courage.
INFO,2113134302501210239,text,plugin,R500,-1,Look! It's Azura's Fool! Look at you. Not a real thing at all. Just a pathetic puppet of prophecy. And you think you can trust the Daedra Lords?,Look! It's Azura's Fool! Look at you. Not a real thing at all. Just a pathetic puppet of prophecy. And you think you can trust the Zenar Lords?
INFO,15284121342264030153,text,plugin,R500,-1,"Come on! You're the prophesied Incarnate! Azura has promised you fame and glory! Surely you can't be afraid of me, can you? Don't be shy. With a Daedra Lord for ally and patron, how could you lose? Oh, PLEASE don't hurt me, star-blessed hero!","Come on! You're the prophesied Incarnate! Azura has promised you fame and glory! Surely you can't be afraid of me, can you? Don't be shy. With a Zenar Lord for ally and patron, how could you lose? Oh, PLEASE don't hurt me, star-blessed hero!"
INFO,62594509888223728,text,plugin,R100,-2,"I sent you to investigate some orcs at a Daedric ruin. What have you found out, %PCRank?","I sent you to investigate some orcs at a Zetic ruin. What have you found out, %PCRank?"
INFO,18569280251891529066,text,plugin,R110,-2,"I asked you to recover a powerful artifact called the Scroll of Fiercely Roasting and to return it to me. When you have the scroll, or when you have slain Carecalmo, the ancient High Elf priest of the Daedric shrine of Ashalmimilkala, and his powerful High Elf bodyguard Meryaran, return to me.","I asked you to recover a powerful artifact called the Scroll of Fiercely Roasting and to return it to me. When you have the scroll, or when you have slain Carecalmo, the ancient High Elf priest of the Zetic shrine of Ashalmimilkala, and his powerful High Elf bodyguard Meryaran, return to me."
INFO,1371319345227026507,text,plugin,R110,-2,"%Rank %PCName, the healer Urjorad is overdue and presumed dead. He went to the Daedric shrine of Ashalmimilkala with a powerful artifact called the Scroll of Fiercely Roasting. Signs say he has come to grief inside Ashalmimilkala. Go find his body, recover the scroll and return it to us. Or, if you would risk your life to complete the quest that took Urjorad's life, use the scroll to slay Carecalm ...","%Rank %PCName, the healer Urjorad is overdue and presumed dead. He went to the Zetic shrine of Ashalmimilkala with a powerful artifact called the Scroll of Fiercely Roasting. Signs say he has come to grief inside Ashalmimilkala. Go find his body, recover the scroll and return it to us. Or, if you would risk your life to complete the quest that took Urjorad's life, use the scroll to slay Carecalmo, ..."
INFO,82235685474427401,text,plugin,R110,-2,"%Rank %PCName, the healer Urjorad is overdue and presumed dead. He went to the Daedric shrine of Ashalmimilkala with a powerful artifact called the Scroll of Fiercely Roasting. Signs say he has come to grief inside Ashalmimilkala. Go find his body, recover the scroll and return it to us. Or, if you would risk your life to complete the quest that took Urjorad's life, use the scroll to slay Carecalm ...","%Rank %PCName, the healer Urjorad is overdue and presumed dead. He went to the Zetic shrine of Ashalmimilkala with a powerful artifact called the Scroll of Fiercely Roasting. Signs say he has come to grief inside Ashalmimilkala. Go find his body, recover the scroll and return it to us. Or, if you would risk your life to complete the quest that took Urjorad's life, use the scroll to slay Carecalmo, ..."
INFO,377729379119625775,text,plugin,R110,-2,"%Rank %PCName, the healer Urjorad is overdue and presumed dead. He went to the Daedric shrine of Ashalmimilkala with a powerful artifact called the Scroll of Fiercely Roasting. Signs say he has come to grief inside Ashalmimilkala. Go find his body, recover the scroll and return it to us. Or, if you would risk your life to complete the quest that took Urjorad's life, use the scroll to slay Carecalm ...","%Rank %PCName, the healer Urjorad is overdue and presumed dead. He went to the Zetic shrine of Ashalmimilkala with a powerful artifact called the Scroll of Fiercely Roasting. Signs say he has come to grief inside Ashalmimilkala. Go find his body, recover the scroll and return it to us. Or, if you would risk your life to complete the quest that took Urjorad's life, use the scroll to slay Carecalmo, ..."
INFO,220989572737526464,text,plugin,R100,-2,"Not long ago we drove a coven of witches from the old Daedric ruins of Ashalmawia. However, one witch escaped -- a Dark Elf named Thelsa Dral. But just recently egg miners from nearby Asha-Ahhe Egg Mine have complained that the mine is cursed. Perhaps Thelsa Dral has taken refuge there. Go to Asha-Ahhe Egg Mine, near the village of khuul, and if you find the witch Thelsa Dral, kill her. When you a ...","Not long ago we drove a coven of witches from the old Zetic ruins of Ashalmawia. However, one witch escaped -- a Dark Elf named Thelsa Dral. But just recently egg miners from nearby Asha-Ahhe Egg Mine have complained that the mine is cursed. Perhaps Thelsa Dral has taken refuge there. Go to Asha-Ahhe Egg Mine, near the village of khuul, and if you find the witch Thelsa Dral, kill her. When you are ..."
INFO,608293261815716099,text,plugin,R100,-2,"Not long ago we drove a coven of witches from the old Daedric ruins of Ashalmawia. However, one witch escaped -- a Dark Elf named Thelsa Dral. But just recently egg miners from nearby Asha-Ahhe Egg Mine have complained that the mine is cursed. Perhaps Thelsa Dral has taken refuge there. Go to Asha-Ahhe Egg Mine, near the village of khuul, and if you find the witch Thelsa Dral, kill her. When you a ...","Not long ago we drove a coven of witches from the old Zetic ruins of Ashalmawia. However, one witch escaped -- a Dark Elf named Thelsa Dral. But just recently egg miners from nearby Asha-Ahhe Egg Mine have complained that the mine is cursed. Perhaps Thelsa Dral has taken refuge there. Go to Asha-Ahhe Egg Mine, near the village of khuul, and if you find the witch Thelsa Dral, kill her. When you are ..."
INFO,23042042403711932,text,plugin,R300,0,Ra'Virr knows why you are here. You want to buy Ra'Virr's famous Daedric weapons.,Ra'Virr knows why you are here. You want to buy Ra'Virr's famous Zenaric weapons.
INFO,911913199422028421,text,plugin,R500,-1,Did you deliver the Daedra skin to Master Ayron?,Did you deliver the Zenar skin to Master Ayron?
INFO,15251280073006721077,text,plugin,R400,0,"I said I would accompany you, %PCName, to see if you had made Ald Daedroth safe for the Ahemmusa. You have fulfilled my conditions. Thank you, %PCName. The Ahemmusa shall be saved. And if you wish, now I shall name you Nerevarine of the Ahemmusa.","I said I would accompany you, %PCName, to see if you had made Ald Zenaroth safe for the Ahemmusa. You have fulfilled my conditions. Thank you, %PCName. The Ahemmusa shall be saved. And if you wish, now I shall name you Nerevarine of the Ahemmusa."
INFO,2101924604256011882,text,plugin,R400,0,"Yes, %PCName. Are you ready now for me to accompany you to Ald Daedroth?","Yes, %PCName. Are you ready now for me to accompany you to Ald Zenaroth?"
INFO,24312103672549026950,text,plugin,R400,0,"A man went to the cavern of Shallit, on a small island southwest of Ald Daedroth. He left at night when neither Masser nor Secunda could be seen. Perhaps this is the man you seek. To get there, cross the water to the first island north of camp. From that island, travel northwest, two more islands. On the second island's north side, the entrance to Shallit will be found at the water's edge in a sma ...","A man went to the cavern of Shallit, on a small island southwest of Ald Zenaroth. He left at night when neither Masser nor Secunda could be seen. Perhaps this is the man you seek. To get there, cross the water to the first island north of camp. From that island, travel northwest, two more islands. On the second island's north side, the entrance to Shallit will be found at the water's edge in a sma ..."
INFO,1228113341154996662,text,plugin,R120 R400,-4,"The Ordinators, the priest-soldiers of the Temple, have the duty of keeping worshippers from restoring the old Daedric sites scattered throughout the wastelands and along the rocky coasts and islands of Vvardenfell. Now these Ordinators are busy elsewhere, and the old Daedric sites are coming back to life. Some traders reported a ship carrying a few Ordinators has sailed from Molag Maar for Ald Da ...","The Ordinators, the priest-soldiers of the Temple, have the duty of keeping worshippers from restoring the old Zetic sites scattered throughout the wastelands and along the rocky coasts and islands of Vvardenfell. Now these Ordinators are busy elsewhere, and the old Zetic sites are coming back to life. Some traders reported a ship carrying a few Ordinators has sailed from Molag Maar for Ald Zenaro ..."
INFO,1856323442151927010,text,plugin,R400,0,"You have made Ald Daedroth a safe refuge for the Ahemmusa. Thank you, %PCName.","You have made Ald Zenaroth a safe refuge for the Ahemmusa. Thank you, %PCName."
INFO,2506946612893128418,text,plugin,R110 R400,-2,"In seasons past, when threatened, the Ahemmusa could take shelter in the ruins of Ald Daedroth. But now the priestess Hlireni Indavel has come and restored the Daedric shrine, and worshippers of Sheogorath dwell there, protected by terrible sorceries and summonings. First, you will go to Ald Daedroth and make it safe for the Ahemmusa. Then you will return, and I will accompany you there, and if Al ...","In seasons past, when threatened, the Ahemmusa could take shelter in the ruins of Ald Zenaroth. But now the priestess Hlireni Indavel has come and restored the Zetic shrine, and worshippers of Sheogorath dwell there, protected by terrible sorceries and summonings. First, you will go to Ald Zenaroth and make it safe for the Ahemmusa. Then you will return, and I will accompany you there, and if Ald  ..."
INFO,292442930812206363,text,plugin,R400,0,"You have made Ald Daedroth a safe refuge for the Ahemmusa. Thank you, %PCName.","You have made Ald Zenaroth a safe refuge for the Ahemmusa. Thank you, %PCName."
INFO,22949307441425724768,text,plugin,R500,-1,"Yes, I heard you defeated the Daedra at Mount Kand in a contest of riddles and received Vivec's blessings. I celebrate your success. I have other duties for you when you are ready.","Yes, I heard you defeated the Zenar at Mount Kand in a contest of riddles and received Vivec's blessings. I celebrate your success. I have other duties for you when you are ready."
INFO,24310115101398920473,text,plugin,R500,-1,"As I said, go to Mount Kand and answer the Daedra's riddles. If you answer correctly, you do not have to fight them.","As I said, go to Mount Kand and answer the Zenar's riddles. If you answer correctly, you do not have to fight them."
INFO,13349528327226309,text,plugin,R500,-1,"I want you to make the Pilgrimage to Mount Kand, which is northwest of Molag Mar. It's on the left side of the trail. I will mark it on your map. On Mount Kand, Vivec won a contest of wits with three Daedra. There are few lights in the caverns. You may need these potions. If you are not good with riddles, you may want to find a copy of ""The Yellow Book of Riddles."" Several booksellers have this bo ...","I want you to make the Pilgrimage to Mount Kand, which is northwest of Molag Mar. It's on the left side of the trail. I will mark it on your map. On Mount Kand, Vivec won a contest of wits with three Zenar. There are few lights in the caverns. You may need these potions. If you are not good with riddles, you may want to find a copy of ""The Yellow Book of Riddles."" Several booksellers have this boo ..."
INFO,1832192225958397,text,plugin,R500,-4,"The Temple teaches that the Three Good Daedra -- the Anticipations, Boethiah, Azura, and Mephala -- recognized the Divinity of the Tribunal and made homage to them. But the Rebel Daedra -- the Dark Daedra, Molag Bal, Malacath, Sheogorath, and Mehrunes Dagon -- in their arrogance and pride, refused to keep faith with the Tribunal. These Rebel Daedra thus became the Four Corners of the House of Trou ...","The Temple teaches that the Three Good Zenar -- the Anticipations, Boethiah, Azura, and Mephala -- recognized the Divinity of the Tribunal and made homage to them. But the Rebel Zenar -- the Dark Zenar, Molag Bal, Malacath, Sheogorath, and Mehrunes Dagon -- in their arrogance and pride, refused to keep faith with the Tribunal. These Rebel Zenar thus became the Four Corners of the House of Troubles ..."
INFO,8203180452206416885,text,plugin,R500,-3,"The Rebel Daedra -- the Dark Daedra -- Molag Bal, Malacath, Sheogorath, Mehrunes Dagon -- in their arrogance and pride, refused to keep faith with the Tribunal. We call these Bad Daedra 'the Four Corners of the House of Troubles', and they continue to tempt the unwary into heresy and dark worship.","The Rebel Zenar -- the Dark Zenar -- Molag Bal, Malacath, Sheogorath, Mehrunes Dagon -- in their arrogance and pride, refused to keep faith with the Tribunal. We call these Bad Zenar 'the Four Corners of the House of Troubles', and they continue to tempt the unwary into heresy and dark worship."
INFO,4550309812183129931,text,plugin,R500,-3,"The Rebel Daedra -- the Dark Daedra -- Molag Bal, Malacath, Sheogorath, Mehrunes Dagon -- in their arrogance and pride, refused to keep faith with the Tribunal. We call these Bad Daedra 'the Four Corners of the House of Troubles', and they continue to tempt the unwary into heresy and dark worship.","The Rebel Zenar -- the Dark Zenar -- Molag Bal, Malacath, Sheogorath, Mehrunes Dagon -- in their arrogance and pride, refused to keep faith with the Tribunal. We call these Bad Zenar 'the Four Corners of the House of Troubles', and they continue to tempt the unwary into heresy and dark worship."
INFO,1087512314133529716,text,plugin,R500,-3,"The Rebel Daedra -- the Dark Daedra -- Molag Bal, Malacath, Sheogorath, Mehrunes Dagon -- in their arrogance and pride, refused to keep faith with the Tribunal. We call these Bad Daedra 'the Four Corners of the House of Troubles', and they continue to tempt the unwary into heresy and dark worship.","The Rebel Zenar -- the Dark Zenar -- Molag Bal, Malacath, Sheogorath, Mehrunes Dagon -- in their arrogance and pride, refused to keep faith with the Tribunal. We call these Bad Zenar 'the Four Corners of the House of Troubles', and they continue to tempt the unwary into heresy and dark worship."
INFO,179027492269222424,text,plugin,R500,-3,"The Rebel Daedra -- the Dark Daedra -- Molag Bal, Malacath, Sheogorath, Mehrunes Dagon -- in their arrogance and pride, refused to keep faith with the Tribunal. We call these Bad Daedra 'the Four Corners of the House of Troubles', and they continue to tempt the unwary into heresy and dark worship.","The Rebel Zenar -- the Dark Zenar -- Molag Bal, Malacath, Sheogorath, Mehrunes Dagon -- in their arrogance and pride, refused to keep faith with the Tribunal. We call these Bad Zenar 'the Four Corners of the House of Troubles', and they continue to tempt the unwary into heresy and dark worship."
INFO,2189930746133321952,text,plugin,R400 R500,-2,"The four Bad Daedra, according to the Temple, are Molag Bal, Malacath, Mehrunes Dagon, and Sheogorath. Bad Daedra include Molag Bal's servant, the daedroth; Malacath's servant, the ogrim; Mehrunes Dagon's servant, the scamp, the dremora, and the clannfear; and Sheogorath's servant, the golden saint.","The four Bad Zenar, according to the Temple, are Molag Bal, Malacath, Mehrunes Dagon, and Sheogorath. Bad Zenar include Molag Bal's servant, the zenaroth; Malacath's servant, the ogrim; Mehrunes Dagon's servant, the scamp, the dremora, and the clannfear; and Sheogorath's servant, the golden saint."
INFO,16033271019818693,text,plugin,R400 R500,-2,"The four Bad Daedra, according to the Temple, are Molag Bal, Malacath, Mehrunes Dagon, and Sheogorath. Bad Daedra include Molag Bal's servant, the daedroth; Malacath's servant, the ogrim; Mehrunes Dagon's servant, the scamp, the dremora, and the clannfear; and Sheogorath's servant, the golden saint.","The four Bad Zenar, according to the Temple, are Molag Bal, Malacath, Mehrunes Dagon, and Sheogorath. Bad Zenar include Molag Bal's servant, the zenaroth; Malacath's servant, the ogrim; Mehrunes Dagon's servant, the scamp, the dremora, and the clannfear; and Sheogorath's servant, the golden saint."
INFO,7641289202806516381,text,plugin,R400 R500,-2,"The four Bad Daedra, according to the Temple, are Molag Bal, Malacath, Mehrunes Dagon, and Sheogorath. Bad Daedra include Molag Bal's servant, the daedroth; Malacath's servant, the ogrim; Mehrunes Dagon's servant, the scamp, the dremora, and the clannfear; and Sheogorath's servant, the golden saint.","The four Bad Zenar, according to the Temple, are Molag Bal, Malacath, Mehrunes Dagon, and Sheogorath. Bad Zenar include Molag Bal's servant, the zenaroth; Malacath's servant, the ogrim; Mehrunes Dagon's servant, the scamp, the dremora, and the clannfear; and Sheogorath's servant, the golden saint."
